"path","kind","component","proposed_dest","reason","path_style","ambiguous","reads","writes","includes_images","functions_defined","git_status","size_bytes","moved_phase2"
"R/simulate.R","function","shared","R/simulate.R","make_seeds/run_rep/simulate_grid driver with checkpoints; not listed in target R/ layout but required by every ipw run. Ask: keep as R/simulate.R?","relative",TRUE,"fread(ck_file, colClasses = list(character = ""…); readRDS(cv_file)…)","_cvcurves.rds; _session.txt; fwrite(res_cells[[ci]], ck_file)…); saveRDS(curves[[ci]], cv_file)…); fwrite(out, out_file)…)","","make_seeds; run_rep; simulate_grid","tracked, clean",4111,FALSE
"R/testing.R","test","shared","tests/smoke_simulate.R","its own header says tests/smoke_simulate.R; stub-based smoke test of simulate_grid; redefines estimate_all as a stub","relative",FALSE,"R/simulate.R; _cvcurves.rds","","","dgp_stub; dgp_stub_flaky; dgp_stub_cell2fail; estimate_all","tracked, clean",3547,TRUE
"README.md","note","shared","README.md","one-line stub; stays, to be expanded in docs phase","none",FALSE,"","","","","tracked, clean",22,FALSE
"references.bib","thesis","shared","references.bib","bibliography; stays at root per target","none",FALSE,"","","","","tracked, clean",5704,FALSE
"registry.csv","note","ipw","registry.csv","run ledger, 47 rows, all ipw batches (appended by run_batch); target adds a component column","none",FALSE,"","","","","tracked, clean",5694,FALSE
"results/correctspecDGP1.csv.gz","result","ipw","results/ipw/correctspecDGP1.csv.gz","raw batch output written by simulate_grid; listed in registry.csv","none",FALSE,"","","","","tracked, clean",2912185,TRUE
"results/correctspecDGP1_cvcurves.rds","result","ipw","results/ipw/correctspecDGP1_cvcurves.rds","CV-curve sidecar (first 50 reps per cell) written by simulate_grid","none",FALSE,"","","","","tracked, clean",722748,TRUE
"results/correctspecDGP1_session.txt","result","ipw","results/ipw/correctspecDGP1_session.txt","sessionInfo sidecar written by simulate_grid","none",FALSE,"","","","","tracked, clean",1629,TRUE
"results/correctspecDGP2.csv.gz","result","ipw","results/ipw/correctspecDGP2.csv.gz","raw batch output written by simulate_grid; listed in registry.csv","none",FALSE,"","","","","tracked, clean",3367291,TRUE
"results/correctspecDGP2_cvcurves.rds","result","ipw","results/ipw/correctspecDGP2_cvcurves.rds","CV-curve sidecar (first 50 reps per cell) written by simulate_grid","none",FALSE,"","","","","tracked, clean",1021466,TRUE
"results/correctspecDGP2_ks.csv.gz","result","ipw","results/ipw/correctspecDGP2_ks.csv.gz","raw batch output written by simulate_grid; listed in registry.csv","none",FALSE,"","","","","tracked, clean",2904284,TRUE
"results/correctspecDGP2_ks_cvcurves.rds","result","ipw","results/ipw/correctspecDGP2_ks_cvcurves.rds","CV-curve sidecar (first 50 reps per cell) written by simulate_grid","none",FALSE,"","","","","tracked, clean",738274,TRUE
"results/correctspecDGP2_ks_session.txt","result","ipw","results/ipw/correctspecDGP2_ks_session.txt","sessionInfo sidecar written by simulate_grid","none",FALSE,"","","","","tracked, clean",1629,TRUE
"results/correctspecDGP2_mixed.csv.gz","result","ipw","results/ipw/correctspecDGP2_mixed.csv.gz","raw batch output written by simulate_grid; listed in registry.csv","none",FALSE,"","","","","tracked, clean",2914139,TRUE
"results/correctspecDGP2_mixed_cvcurves.rds","result","ipw","results/ipw/correctspecDGP2_mixed_cvcurves.rds","CV-curve sidecar (first 50 reps per cell) written by simulate_grid","none",FALSE,"","","","","tracked, clean",736671,TRUE
"results/correctspecDGP2_mixed_session.txt","result","ipw","results/ipw/correctspecDGP2_mixed_session.txt","sessionInfo sidecar written by simulate_grid","none",FALSE,"","","","","tracked, clean",1629,TRUE
"results/correctspecDGP2_pos.csv.gz","result","ipw","results/ipw/correctspecDGP2_pos.csv.gz","raw batch output written by simulate_grid; listed in registry.csv","none",FALSE,"","","","","tracked, clean",2903598,TRUE
"results/correctspecDGP2_pos_cvcurves.rds","result","ipw","results/ipw/correctspecDGP2_pos_cvcurves.rds","CV-curve sidecar (first 50 reps per cell) written by simulate_grid","none",FALSE,"","","","","tracked, clean",740597,TRUE
"results/correctspecDGP2_pos_session.txt","result","ipw","results/ipw/correctspecDGP2_pos_session.txt","sessionInfo sidecar written by simulate_grid","none",FALSE,"","","","","tracked, clean",1629,TRUE
"results/correctspecDGP2_session.txt","result","ipw","results/ipw/correctspecDGP2_session.txt","sessionInfo sidecar written by simulate_grid","none",FALSE,"","","","","tracked, clean",1869,TRUE
"results/correctspecDGP2cvfix.csv.gz","result","ipw","results/ipw/correctspecDGP2cvfix.csv.gz","raw batch output written by simulate_grid; listed in registry.csv","none",FALSE,"","","","","tracked, clean",2891756,TRUE
"results/correctspecDGP2cvfix_cvcurves.rds","result","ipw","results/ipw/correctspecDGP2cvfix_cvcurves.rds","CV-curve sidecar (first 50 reps per cell) written by simulate_grid","none",FALSE,"","","","","tracked, clean",726607,TRUE
"results/correctspecDGP2cvfix_session.txt","result","ipw","results/ipw/correctspecDGP2cvfix_session.txt","sessionInfo sidecar written by simulate_grid","none",FALSE,"","","","","tracked, clean",1364,TRUE
"results/correctspecDGP400k.csv.gz","result","ipw","results/ipw/correctspecDGP400k.csv.gz","raw batch output written by simulate_grid; listed in registry.csv","none",FALSE,"","","","","tracked, clean",478562,TRUE
"results/correctspecDGP400k_cvcurves.rds","result","ipw","results/ipw/correctspecDGP400k_cvcurves.rds","CV-curve sidecar (first 50 reps per cell) written by simulate_grid","none",FALSE,"","","","","tracked, clean",146981,TRUE
"results/correctspecDGP400k_session.txt","result","ipw","results/ipw/correctspecDGP400k_session.txt","sessionInfo sidecar written by simulate_grid","none",FALSE,"","","","","tracked, clean",1942,TRUE
"results/correctspecDGP800k.csv.gz","result","ipw","results/ipw/correctspecDGP800k.csv.gz","raw batch output written by simulate_grid; listed in registry.csv","none",FALSE,"","","","","tracked, clean",476278,TRUE
"results/correctspecDGP800k_cvcurves.rds","result","ipw","results/ipw/correctspecDGP800k_cvcurves.rds","CV-curve sidecar (first 50 reps per cell) written by simulate_grid","none",FALSE,"","","","","tracked, clean",146792,TRUE
"results/correctspecDGP800k_session.txt","result","ipw","results/ipw/correctspecDGP800k_session.txt","sessionInfo sidecar written by simulate_grid","none",FALSE,"","","","","tracked, clean",1941,TRUE
"results/dimensionDGP2.csv.gz","result","ipw","results/ipw/dimensionDGP2.csv.gz","raw batch output written by simulate_grid; listed in registry.csv","none",FALSE,"","","","","tracked, clean",4572060,TRUE
"results/dimensionDGP2_cvcurves.rds","result","ipw","results/ipw/dimensionDGP2_cvcurves.rds","CV-curve sidecar (first 50 reps per cell) written by simulate_grid","none",FALSE,"","","","","tracked, clean",468045,TRUE
"results/dimensionDGP2_session.txt","result","ipw","results/ipw/dimensionDGP2_session.txt","sessionInfo sidecar written by simulate_grid","none",FALSE,"","","","","tracked, clean",1198,TRUE
"results/dimensionDGP2N5K_cells/cell_001.csv.gz","result","ipw","results/ipw/dimensionDGP2N5K_cells/cell_001.csv.gz","partial checkpoints of the unfinished DimensionDGP2N5K run (5/12 cells); resumable by simulate_grid","none",FALSE,"","","","","tracked, clean",588562,TRUE
"results/dimensionDGP2N5K_cells/cell_001_cv.rds","result","ipw","results/ipw/dimensionDGP2N5K_cells/cell_001_cv.rds","partial checkpoints of the unfinished DimensionDGP2N5K run (5/12 cells); resumable by simulate_grid","none",FALSE,"","","","","tracked, clean",128571,TRUE
"results/dimensionDGP2N5K_cells/cell_002.csv.gz","result","ipw","results/ipw/dimensionDGP2N5K_cells/cell_002.csv.gz","partial checkpoints of the unfinished DimensionDGP2N5K run (5/12 cells); resumable by simulate_grid","none",FALSE,"","","","","tracked, clean",591791,TRUE
"results/dimensionDGP2N5K_cells/cell_002_cv.rds","result","ipw","results/ipw/dimensionDGP2N5K_cells/cell_002_cv.rds","partial checkpoints of the unfinished DimensionDGP2N5K run (5/12 cells); resumable by simulate_grid","none",FALSE,"","","","","tracked, clean",135347,TRUE
"results/dimensionDGP2N5K_cells/cell_003.csv.gz","result","ipw","results/ipw/dimensionDGP2N5K_cells/cell_003.csv.gz","partial checkpoints of the unfinished DimensionDGP2N5K run (5/12 cells); resumable by simulate_grid","none",FALSE,"","","","","tracked, clean",591449,TRUE
"results/dimensionDGP2N5K_cells/cell_003_cv.rds","result","ipw","results/ipw/dimensionDGP2N5K_cells/cell_003_cv.rds","partial checkpoints of the unfinished DimensionDGP2N5K run (5/12 cells); resumable by simulate_grid","none",FALSE,"","","","","tracked, clean",147607,TRUE
"results/dimensionDGP2N5K_cells/cell_004.csv.gz","result","ipw","results/ipw/dimensionDGP2N5K_cells/cell_004.csv.gz","partial checkpoints of the unfinished DimensionDGP2N5K run (5/12 cells); resumable by simulate_grid","none",FALSE,"","","","","tracked, clean",574724,TRUE
"results/dimensionDGP2N5K_cells/cell_004_cv.rds","result","ipw","results/ipw/dimensionDGP2N5K_cells/cell_004_cv.rds","partial checkpoints of the unfinished DimensionDGP2N5K run (5/12 cells); resumable by simulate_grid","none",FALSE,"","","","","tracked, clean",35765,TRUE
"results/dimensionDGP2N5K_cells/cell_005.csv.gz","result","ipw","results/ipw/dimensionDGP2N5K_cells/cell_005.csv.gz","partial checkpoints of the unfinished DimensionDGP2N5K run (5/12 cells); resumable by simulate_grid","none",FALSE,"","","","","tracked, clean",597469,TRUE
"results/dimensionDGP2N5K_cells/cell_005_cv.rds","result","ipw","results/ipw/dimensionDGP2N5K_cells/cell_005_cv.rds","partial checkpoints of the unfinished DimensionDGP2N5K run (5/12 cells); resumable by simulate_grid","none",FALSE,"","","","","tracked, clean",41587,TRUE
"results/dimensionmisspecDGP2.csv.gz","result","ipw","results/ipw/dimensionmisspecDGP2.csv.gz","raw batch output written by simulate_grid; listed in registry.csv","none",FALSE,"","","","","tracked, clean",4580407,TRUE
"results/dimensionmisspecDGP2_cvcurves.rds","result","ipw","results/ipw/dimensionmisspecDGP2_cvcurves.rds","CV-curve sidecar (first 50 reps per cell) written by simulate_grid","none",FALSE,"","","","","tracked, clean",474880,TRUE
"results/dimensionmisspecDGP2_session.txt","result","ipw","results/ipw/dimensionmisspecDGP2_session.txt","sessionInfo sidecar written by simulate_grid","none",FALSE,"","","","","tracked, clean",1387,TRUE
"results/instrumentsDGP2.csv.gz","result","ipw","results/ipw/instrumentsDGP2.csv.gz","raw batch output written by simulate_grid; listed in registry.csv","none",FALSE,"","","","","tracked, clean",11827927,TRUE
"results/instrumentsDGP2_cvcurves.rds","result","ipw","results/ipw/instrumentsDGP2_cvcurves.rds","CV-curve sidecar (first 50 reps per cell) written by simulate_grid","none",FALSE,"","","","","tracked, clean",3469987,TRUE
"results/instrumentsDGP2_session.txt","result","ipw","results/ipw/instrumentsDGP2_session.txt","sessionInfo sidecar written by simulate_grid","none",FALSE,"","","","","tracked, clean",1126,TRUE
"results/misspecDGP2.csv.gz","result","ipw","results/ipw/misspecDGP2.csv.gz","raw batch output written by simulate_grid; listed in registry.csv","none",FALSE,"","","","","tracked, clean",2896407,TRUE
"results/misspecDGP2_cvcurves.rds","result","ipw","results/ipw/misspecDGP2_cvcurves.rds","CV-curve sidecar (first 50 reps per cell) written by simulate_grid","none",FALSE,"","","","","tracked, clean",731032,TRUE
"results/misspecDGP2_session.txt","result","ipw","results/ipw/misspecDGP2_session.txt","sessionInfo sidecar written by simulate_grid","none",FALSE,"","","","","tracked, clean",1115,TRUE
"results/misspecDGP2cvfix.csv.gz","result","ipw","results/ipw/misspecDGP2cvfix.csv.gz","raw batch output written by simulate_grid; listed in registry.csv","none",FALSE,"","","","","tracked, clean",2892075,TRUE
"results/misspecDGP2cvfix_cvcurves.rds","result","ipw","results/ipw/misspecDGP2cvfix_cvcurves.rds","CV-curve sidecar (first 50 reps per cell) written by simulate_grid","none",FALSE,"","","","","tracked, clean",731032,TRUE
"results/misspecDGP2cvfix_session.txt","result","ipw","results/ipw/misspecDGP2cvfix_session.txt","sessionInfo sidecar written by simulate_grid","none",FALSE,"","","","","tracked, clean",1364,TRUE
"results/overlapDGP2.csv.gz","result","ipw","results/ipw/overlapDGP2.csv.gz","raw batch output written by simulate_grid; listed in registry.csv","none",FALSE,"","","","","tracked, clean",11599123,TRUE
"results/overlapDGP2_cvcurves.rds","result","ipw","results/ipw/overlapDGP2_cvcurves.rds","CV-curve sidecar (first 50 reps per cell) written by simulate_grid","none",FALSE,"","","","","tracked, clean",2487974,TRUE
"results/overlapDGP2_session.txt","result","ipw","results/ipw/overlapDGP2_session.txt","sessionInfo sidecar written by simulate_grid","none",FALSE,"","","","","tracked, clean",1115,TRUE
"results/overlapmisspecDGP2.csv.gz","result","ipw","results/ipw/overlapmisspecDGP2.csv.gz","raw batch output written by simulate_grid; listed in registry.csv","none",FALSE,"","","","","tracked, clean",11660541,TRUE
"results/overlapmisspecDGP2_cvcurves.rds","result","ipw","results/ipw/overlapmisspecDGP2_cvcurves.rds","CV-curve sidecar (first 50 reps per cell) written by simulate_grid","none",FALSE,"","","","","tracked, clean",2584991,TRUE
"results/overlapmisspecDGP2_session.txt","result","ipw","results/ipw/overlapmisspecDGP2_session.txt","sessionInfo sidecar written by simulate_grid","none",FALSE,"","","","","tracked, clean",1115,TRUE
"results/PoverMDGP2.csv.gz","result","ipw","results/ipw/PoverMDGP2.csv.gz","raw batch output written by simulate_grid; listed in registry.csv","none",FALSE,"","","","","tracked, clean",1809401,TRUE
"results/PoverMDGP2_cvcurves.rds","result","ipw","results/ipw/PoverMDGP2_cvcurves.rds","CV-curve sidecar (first 50 reps per cell) written by simulate_grid","none",FALSE,"","","","","tracked, clean",104485,TRUE
"results/PoverMDGP2_session.txt","result","ipw","results/ipw/PoverMDGP2_session.txt","sessionInfo sidecar written by simulate_grid","none",FALSE,"","","","","tracked, clean",1397,TRUE
"results/PoverMmisspecDGP2_cells/cell_001.csv.gz","result","ipw","results/ipw/PoverMmisspecDGP2_cells/cell_001.csv.gz","orphan checkpoint (2026-08-10): no run script writes PoverMmisspecDGP2 and it is not in registry.csv; 1 cell only. Ask: keep or archive?","none",TRUE,"","","","","tracked, clean",520939,TRUE
"results/PoverMmisspecDGP2_cells/cell_001_cv.rds","result","ipw","results/ipw/PoverMmisspecDGP2_cells/cell_001_cv.rds","orphan checkpoint (2026-08-10): no run script writes PoverMmisspecDGP2 and it is not in registry.csv; 1 cell only. Ask: keep or archive?","none",TRUE,"","","","","tracked, clean",23032,TRUE
"results/prevDGP2correct.csv.gz","result","ipw","results/ipw/prevDGP2correct.csv.gz","raw batch output written by simulate_grid; listed in registry.csv","none",FALSE,"","","","","tracked, clean",3924529,TRUE
"results/prevDGP2correct_cvcurves.rds","result","ipw","results/ipw/prevDGP2correct_cvcurves.rds","CV-curve sidecar (first 50 reps per cell) written by simulate_grid","none",FALSE,"","","","","tracked, clean",1074586,TRUE
"results/prevDGP2correct_session.txt","result","ipw","results/ipw/prevDGP2correct_session.txt","sessionInfo sidecar written by simulate_grid","none",FALSE,"","","","","tracked, clean",1936,TRUE
"results/snrDGP2correct.csv.gz","result","ipw","results/ipw/snrDGP2correct.csv.gz","raw batch output written by simulate_grid; listed in registry.csv","none",FALSE,"","","","","tracked, clean",4881700,TRUE
"results/snrDGP2correct_cvcurves.rds","result","ipw","results/ipw/snrDGP2correct_cvcurves.rds","CV-curve sidecar (first 50 reps per cell) written by simulate_grid","none",FALSE,"","","","","tracked, clean",1500867,TRUE
"results/snrDGP2correct_session.txt","result","ipw","results/ipw/snrDGP2correct_session.txt","sessionInfo sidecar written by simulate_grid","none",FALSE,"","","","","tracked, clean",1941,TRUE
"results/sparsityDGP2.csv.gz","result","ipw","results/ipw/sparsityDGP2.csv.gz","raw batch output written by simulate_grid; listed in registry.csv","none",FALSE,"","","","","tracked, clean",39566118,TRUE
"results/sparsityDGP2_cvcurves.rds","result","ipw","results/ipw/sparsityDGP2_cvcurves.rds","CV-curve sidecar (first 50 reps per cell) written by simulate_grid","none",FALSE,"","","","","tracked, clean",11578325,TRUE
"results/sparsityDGP2_session.txt","result","ipw","results/ipw/sparsityDGP2_session.txt","sessionInfo sidecar written by simulate_grid","none",FALSE,"","","","","tracked, clean",1404,TRUE
"results/sparsityE6ar1DGP2.csv.gz","result","ipw","results/ipw/sparsityE6ar1DGP2.csv.gz","raw batch output written by simulate_grid; listed in registry.csv","none",FALSE,"","","","","tracked, clean",6562619,TRUE
"results/sparsityE6ar1DGP2_cvcurves.rds","result","ipw","results/ipw/sparsityE6ar1DGP2_cvcurves.rds","CV-curve sidecar (first 50 reps per cell) written by simulate_grid","none",FALSE,"","","","","tracked, clean",1247778,TRUE
"results/sparsityE6ar1DGP2_session.txt","result","ipw","results/ipw/sparsityE6ar1DGP2_session.txt","sessionInfo sidecar written by simulate_grid","none",FALSE,"","","","","tracked, clean",1249,TRUE
"results/sparsityE6DGP2.csv.gz","result","ipw","results/ipw/sparsityE6DGP2.csv.gz","raw batch output written by simulate_grid; listed in registry.csv","none",FALSE,"","","","","tracked, clean",6548578,TRUE
"results/sparsityE6DGP2_cvcurves.rds","result","ipw","results/ipw/sparsityE6DGP2_cvcurves.rds","CV-curve sidecar (first 50 reps per cell) written by simulate_grid","none",FALSE,"","","","","tracked, clean",1207148,TRUE
